placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info
https://www.google.com/maps/place/Snack+Frituur+Brother%27s/data=!4m7!3m6!1s0x47c3ddb5567258c7:0xe2668e7ef86f8d37!8m2!3d50.8971903!4d4.4346061!16s%2Fg%2F11fw4sq68l!19sChIJx1hyVrXdw0cRN41v-H6OZuI,Snack Frituur Brother's,3.6,145,Frituur,· Dine-in · Takeaway · No-contact delivery,"Haachtsesteenweg 24, 1831 Machelen, Belgium","VCWM+VR Machelen, Belgium",https://www.frituur-brothers.be/fr,+32 498 44 44 72,Open now,https://lh5.googleusercontent.com/p/AF1QipOxelHYO02ufIGsn2xSYlJjpF_8eGbnSai01vyU=w426-h240-k-no,true,50.89718749999999,4.434562500000013,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:08.435Z,11 AM–1 AM,11 AM–1 AM,11 AM–1 AM,11 AM–1 AM,11 AM–2 AM,11 AM–2 AM,11 AM–1 AM,LGBTQ+ friendly
https://www.google.com/maps/place/Frituur+Chalet/data=!4m7!3m6!1s0x47c3b850d6fcaac5:0xc57abda221a51b4f!8m2!3d50.8078886!4d4.1634941!16s%2Fg%2F11h7zfdfw0!19sChIJxar81lC4w0cRTxulIaK9esU,Frituur Chalet,4.5,13,Frituur,· Dine-in · Takeaway · Delivery,"Alfred Algoetstraat 77, 1750 Lennik, Belgium","R557+59 Lennik, Belgium",,,Closed today,https://lh5.googleusercontent.com/p/AF1QipMONN7fuUWo65OYk-Bg1yVQsPklMAR_UyatrFJR=w408-h306-k-no,false,50.807937499999994,4.163437500000001,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:13.414Z,Closed,"12–2 PM, 5 PM–12 AM","12–2 PM, 5 PM–12 AM","12–2 PM, 5 PM–12 AM","12–2 PM, 5 PM–12 AM",5 PM–12 AM,Closed,
https://www.google.com/maps/place/Frituur+De+Zuidertoren/data=!4m7!3m6!1s0x47c3c46e3c3e7303:0x2e69ce283b9578f!8m2!3d50.8370863!4d4.3399811!16s%2Fg%2F1tcvyl8s!19sChIJA3M-PG7Ew0cRj1e5g-Kc5gI,Frituur De Zuidertoren,3.9,323,Frituur,· Dine-in · Takeaway · Delivery,"Av. Fonsny 3, 1060 Saint-Gilles, Belgium","R8PQ+RX Saint-Gilles, Belgium",https://www.la-tour-du-midi.be/,+32 2 534 80 33,Open now,https://lh5.googleusercontent.com/p/AF1QipMfLdBvXV-ANoN2TaLuJYgVQ0ideLcH9oPe9ZjD=w408-h544-k-no,false,50.837062500000016,4.339937500000005,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:17.670Z,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,
https://www.google.com/maps/place/Frituur+Constant/data=!4m7!3m6!1s0x47c3dcb43e8e9651:0xf8295a4473afd79f!8m2!3d50.8626925!4d4.4160015!16s%2Fg%2F11f40qs9g9!19sChIJUZaOPrTcw0cRn9evc0RaKfg,Frituur Constant,4.5,50,Frituur,· Dine-in · Takeaway · Delivery,"Av. Artémis, 1140 Evere, Belgium","VC78+3C Evere, Belgium",https://friterie-constant.business.site/?utm_source=gmb&utm_medium=referral,+32 495 27 77 50,Closed today,https://lh5.googleusercontent.com/p/AF1QipNTVSvQIIbMXxLcst9bXTpmTKf2LeGXEyPpzVPa=w560-h240-k-no,true,50.86268749999998,4.416062499999995,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:22.867Z,Closed,6–9 PM,6–9 PM,6–9 PM,6–9 PM,Closed,Closed,
https://www.google.com/maps/place/Frituur+van+Strombeek/data=!4m7!3m6!1s0x47c3c25d509c2775:0xddaabaa740858087!8m2!3d50.9096183!4d4.3559808!16s%2Fg%2F11crxq8p1g!19sChIJdSecUF3Cw0cRh4CFQKe6qt0,Frituur van Strombeek,4.7,673,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Sint-Amandsplein, 1853 Grimbergen, Belgium","W954+R9 Grimbergen, Belgium",,,Closed,https://lh5.googleusercontent.com/p/AF1QipNF3CNRalEfSfYdYNh25EBe--PoMzuwdHbkq5le=w408-h306-k-no,true,50.90956250000001,4.355937499999996,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:27.354Z,"11:30 AM–2 PM, 5–10 PM","11:30 AM–2 PM, 5–10 PM","11:30 AM–2 PM, 5–10 PM",5–10 PM,"11:30 AM–2 PM, 5–10 PM","11:30 AM–2 PM, 5–10 PM",Closed,
https://www.google.com/maps/place/Frituur+%27t+Besluit/data=!4m7!3m6!1s0x47c3bf30fb7372f7:0xc916202162243f70!8m2!3d50.867641!4d4.2067549!16s%2Fg%2F11gr051mct!19sChIJ93Jz-zC_w0cRcD8kYiEgFsk,Frituur 't Besluit,4.6,45,Frituur,· Dine-in · Takeaway · Delivery,"Molenstraat 93, 1700 Dilbeek, Belgium","V694+3P Dilbeek, Belgium",https://www.persinfo.org/nl/nieuws/artikel/bodegem-heeft-binnen-enkele-maanden-een-frituur/34559,+32 2 252 56 86,Closed today,https://lh5.googleusercontent.com/p/AF1QipNeyNKATdnxjKMMGbxpGjpjvsTJqChDQRmFGQi0=w408-h262-k-no,false,50.8676875,4.20681249999997,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:31.552Z,Closed,Closed,5–9 PM,5–9 PM,5–9 PM,5–10 PM,5–10 PM,
https://www.google.com/maps/place/Friterie+Chez+Jef/data=!4m7!3m6!1s0x47c3c2e6f8a82387:0xb17d47d318377dd0!8m2!3d50.8967219!4d4.3879892!16s%2Fg%2F11bx1xx_xx!19sChIJhyOo-ObCw0cR0H03GNNHfbE,Friterie Chez Jef,4.7,427,Frituur,· Dine-in · Takeaway · Delivery,"Pl. Peter Benoit, 1120 Bruxelles, Belgium","V9WQ+M5 Brussels, Belgium",,,Closed today,https://lh5.googleusercontent.com/p/AF1QipN332SkcdXbdHFvNsZ_Pvuy_uEhumiU4n1Iyx1y=w408-h544-k-no,true,50.89668749999997,4.387937499999978,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:36.622Z,Closed,Closed,5–9 PM,5–9 PM,"11 AM–1:30 PM, 5–9 PM",5–9 PM,5–9 PM,
https://www.google.com/maps/place/Snack+Frituur+Koningslo/data=!4m7!3m6!1s0x47c3c3396c9bea37:0x58f2bc73c08b807f!8m2!3d50.9126078!4d4.3724908!16s%2Fg%2F11q433tybz!19sChIJN-qbbDnDw0cRf4CLwHO88lg,Snack Frituur Koningslo,4.1,104,Frituur,· Dine-in · Kerbside pickup · No-contact delivery,"Streekbaan 186, 1800 Vilvoorde, Belgium","W97C+2X Vilvoorde, Belgium",,+32 484 94 30 30,Closed today,https://lh5.googleusercontent.com/p/AF1QipPgvcU94B_EKluaDXMdCvb9krqzGBD5y-JD3Swf=w408-h544-k-no,true,50.91256249999999,4.372437500000004,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:41.513Z,Closed,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,
https://www.google.com/maps/place/Ons+Vervolg/data=!4m7!3m6!1s0x47c3c1a58574a0f3:0xf38dac4d5b46881f!8m2!3d50.8995805!4d4.2796131!16s%2Fg%2F11ckpy4p6l!19sChIJ86B0haXBw0cRH4hGW02sjfM,Ons Vervolg,4.7,99,Frituur,,"Dorpsstraat 43, 1731 Asse, Belgium","V7XH+RR Asse, Belgium",http://www.onsvervolg.be/,+32 2 311 89 85,Closed today,https://lh5.googleusercontent.com/p/AF1QipORt22Gq68fvNko6RNWk3sQQ_2ok6Wo9C4MNpyD=w426-h240-k-no,true,50.899562500000016,4.2795625000000115,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:46.116Z,Closed,Closed,5–10 PM,"11 AM–1:30 PM, 5–10 PM","11:30 AM–1:30 PM, 5–10 PM",5–10 PM,5–10 PM,
https://www.google.com/maps/place/FRIETKET/data=!4m7!3m6!1s0x47c3e7461b69b25d:0xb11348e98e6a0b17!8m2!3d50.9283901!4d4.42374!16s%2Fg%2F11kk1h0j1m!19sChIJXbJpG0bnw0cRFwtqjulIE7E,FRIETKET,5.0,8,Frituur,,"Grote Markt 20, 1800 Vilvoorde, Belgium","WCHF+9F Vilvoorde, Belgium",http://www.frietket.com/,,Closed today,https://lh5.googleusercontent.com/p/AF1QipMME9FcEGA5zjEi3LNI3FybSOvwHkIBaYJ0B8Na=w408-h544-k-no,true,50.928437500000015,4.423687500000014,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:50.291Z,Closed,Closed,4:30–9 PM,4:30–9 PM,4:30–10 PM,4:30–10 PM,4:30–10 PM,
https://www.google.com/maps/place/Snack+Friture+de+la+Reine+sprl/data=!4m7!3m6!1s0x47c3c30a9e8a1689:0x8d3f21ed7b3159fc!8m2!3d50.8699804!4d4.3622436!16s%2Fg%2F11bzx2pv8f!19sChIJiRaKngrDw0cR_Fkxe-0hP40,Snack Friture de la Reine sprl,4.6,35,Frituur,· Dine-in · Takeaway,"Av. de la Reine 177, 1000 Bruxelles, Belgium","V996+XV Brussels, Belgium",,+32 2 203 09 23,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rRTCd21fYHrxF85zY7cmHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.82323&pitch=0&thumbfov=100,true,50.869937500000006,4.36218749999999,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:54.366Z,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,
https://www.google.com/maps/place/Puur+Frituur+Merchtem/data=!4m7!3m6!1s0x47c3c1bef3a725e9:0x30f2299b9e30211a!8m2!3d50.9197849!4d4.2846294!16s%2Fg%2F11hzlqzghr!19sChIJ6SWn877Bw0cRGiEwnpsp8jA,Puur Frituur Merchtem,4.5,158,Frituur,· Dine-in · Takeaway · Delivery,"Brusselsesteenweg 437, 1785 Merchtem, Belgium","W79M+WV Merchtem, Belgium",https://www.facebook.com/Puur-Frituur-Merchtem-909539839390426/,+32 486 06 94 83,Closed,https://lh5.googleusercontent.com/p/AF1QipNFVUptPZ-8ZQ_a9a234Me9bzw6xsW5Hxqp5JbM=w408-h544-k-no,true,50.91981250000002,4.284687500000004,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:50:59.391Z,"11:30 AM–1:30 PM, 5–10:30 PM","11:30 AM–1:30 PM, 5–10:30 PM","11:30 AM–1:30 PM, 5–10:30 PM","11:30 AM–1:30 PM, 5–10:30 PM","11:30 AM–1:30 PM, 5–10:30 PM",Closed,Closed,
https://www.google.com/maps/place/%27%27t+Gouden+Fritje%27/data=!4m7!3m6!1s0x47c3c0005ef8aa31:0x9c782786a7a7a2dd!8m2!3d50.933685!4d4.2234052!16s%2Fg%2F11cs2ww87n!19sChIJMar4XgDAw0cR3aKnp4YneJw,'t Gouden Fritje,4.6,61,Frituur,· Dine-in · Takeaway · Delivery,"Voorstehoeve 9, 1730 Asse, Belgium","W6MF+F9 Asse, Belgium",https://www.facebook.com/T-Gouden-Fritje-790272917985589/?ref=bookmarks,+32 2 327 31 60,Closed today,https://lh5.googleusercontent.com/p/AF1QipOZQuozrmEpD3IJDccXruomgMAo9tkIG0vHcYCq=w408-h407-k-no,true,50.933687500000005,4.223437500000003,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:03.974Z,Closed,"11:30 AM–1 PM, 5–10 PM","11:30 AM–1 PM, 5–10 PM","11:30 AM–1 PM, 5–10 PM","11:30 AM–1 PM, 5–10 PM",5–10 PM,Closed,
https://www.google.com/maps/place/Frituur+168%C2%B0/data=!4m7!3m6!1s0x47c3e7fe4b13017f:0xd9151c64b82f02c2!8m2!3d50.9313919!4d4.4235993!16s%2Fg%2F11bxc63056!19sChIJfwETS_7nw0cRwgIvuGQcFdk,Frituur 168°,4.4,94,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Mechelsesteenweg 2, 1800 Vilvoorde, Belgium","WCJF+HC Vilvoorde, Belgium",http://www.frituur168.be/,+32 475 23 56 11,Closed,https://lh5.googleusercontent.com/p/AF1QipM0NXta1EBdWhLioYxAG9DLXgOFBIjW1zIYNAVP=w408-h544-k-no,true,50.9314375,4.423562500000017,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:08.304Z,5:30–9 PM,Closed,"11:30 AM–1:30 PM, 5:30–9 PM","11:30 AM–1:30 PM, 5:30–9 PM","11:30 AM–1:30 PM, 5:15–9 PM",Closed,5:15–9 PM,
https://www.google.com/maps/place/Frituur+Steve+Pannenhuis/data=!4m7!3m6!1s0x47c3c3beec048a3d:0x884ce5667c54d066!8m2!3d50.8727511!4d4.3417303!16s%2Fg%2F11c2p9htf_!19sChIJPYoE7L7Dw0cRZtBUfGblTIg,Frituur Steve Pannenhuis,4.7,142,Frituur,,"Rue Charles Demeer 94, 1020 Bruxelles, Belgium","V8FR+4M Brussels, Belgium",,+32 486 97 61 94,Closed today,https://lh5.googleusercontent.com/p/AF1QipOr_5DaaQQJ5UKBu-KH6vx8vk6nxRwe97CqnG4S=w408-h306-k-no,false,50.872812499999995,4.341687499999992,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:13.320Z,Closed,"11:30 AM–2 PM, 5–9 PM","11:30 AM–2 PM, 5–9 PM","11:30 AM–2 PM, 5–9 PM","11:30 AM–2 PM, 5–10 PM",Closed,Closed,
https://www.google.com/maps/place/Frituur+De+Gendarm/data=!4m7!3m6!1s0x47c3b8a9453bf4b7:0x9e2ec48cd1bb8623!8m2!3d50.8474611!4d4.203325!16s%2Fg%2F11c1k_rcsl!19sChIJt_Q7Ram4w0cRI4a70YzELp4,Frituur De Gendarm,4.3,151,Frituur,· Dine-in · Takeaway,"Wijngaardstraat 103, 1703 Dilbeek, Belgium","R6W3+X8 Dilbeek, Belgium",https://www.frituurdegendarm.be/,+32 470 09 01 66,Closed today,https://lh5.googleusercontent.com/p/AF1QipMc12ZjYLNC3bJpLZaLXszBZxXQeoML64ukQb4X=w408-h306-k-no,false,50.8474375,4.203312499999996,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:17.562Z,Closed,5–10 PM,5–10 PM,5–10 PM,"11:30 AM–1:30 PM, 4:30–10:30 PM",5–10:30 PM,5–10 PM,
https://www.google.com/maps/place/Chez+tatayet/data=!4m7!3m6!1s0x47c3c351dd8587c9:0x6dbf519b67c88cc0!8m2!3d50.8561079!4d4.4020319!16s%2Fg%2F1tflllnn!19sChIJyYeF3VHDw0cRwIzIZ5tRv20,Chez tatayet,4.4,151,Restaurant,· Dine-in · Takeaway · Delivery,"Chau. de Louvain 571, 1030 Schaerbeek, Belgium","VC42+CR Schaerbeek, Belgium",https://www.takeaway.com/be-fr/snack-tatayet,+32 2 705 50 05,Closed,https://lh5.googleusercontent.com/p/AF1QipOn15NQwWFi0ZjRMNmsGBInrdcgNx_i3x8l_SIl=w408-h544-k-no,true,50.85606249999999,4.402062500000014,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:22.255Z,"11:30 AM–3 PM, 5:30–11:30 PM","11:30 AM–3 PM, 5:30–11:30 PM","11:30 AM–3 PM, 5:30–11:30 PM","11:30 AM–3 PM, 5:30–11:30 PM","11:30 AM–3 PM, 5:30 PM–2 AM",5:30 PM–2 AM,Closed,
https://www.google.com/maps/place/Nuus+%2F+Hennie/data=!4m7!3m6!1s0x47c3c16a89a6836b:0x79b66431a5e8d1bd!8m2!3d50.8720494!4d4.2901922!16s%2Fg%2F1tfcxzkt!19sChIJa4OmiWrBw0cRvdHopTFktnk,Nuus / Hennie,4.0,65,Frituur,· Dine-in · Takeaway · Delivery,"Chau. de Gand 1377/Y, 1082 Berchem-Sainte-Agathe, Belgium","V7CR+R3 Sint-Agatha-Berchem, Belgium",http://friterie-terminus.one2three.be/products,+32 2 469 15 36,Closed today,https://lh5.googleusercontent.com/p/AF1QipOFFfDRpXA04kQpUYiWwirNyLfCaN__PMRnEwz7=w426-h240-k-no,false,50.87206250000001,4.290187499999988,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:26.762Z,Closed,"12–2 PM, 5–10 PM","12–2 PM, 5–10 PM","12–2 PM, 5–10 PM","12–2 PM, 5–10 PM",5–10 PM,Closed,
https://www.google.com/maps/place/Fritshop+Kris/data=!4m7!3m6!1s0x47c3c267de96f2db:0xfdfbd09e4926509c!8m2!3d50.9118954!4d4.356374!16s%2Fg%2F11j08blmpf!19sChIJ2_KW3mfCw0cRnFAmSZ7Q-_0,Fritshop Kris,4.0,1,Frituur,,"Grimbergsesteenweg 147, 1853 Grimbergen, Belgium","W964+QG Grimbergen, Belgium",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EuFlgjPZ3a9v1jOlLvj4Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.72777&pitch=0&thumbfov=100,false,50.91193750000001,4.356312499999987,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:31.537Z,,,,,,,,
https://www.google.com/maps/place/De+Breucker+Hilde/data=!4m7!3m6!1s0x47c3c18c5ab9e5c9:0x3caa55eec82f3f82!8m2!3d50.9086786!4d4.3090808!16s%2Fg%2F1tmg5q9m!19sChIJyeW5WozBw0cRgj8vyO5Vqjw,De Breucker Hilde,3.9,89,Frituur,,"J. Vanden Broeckstraat 57, 1780 Wemmel, Belgium","W855+FJ Wemmel, Belgium",,+32 2 460 81 39,Closed,https://lh5.googleusercontent.com/p/AF1QipOCgxTu0TkdOh4KBKGEsUI47g9_ou4FDNBWHjnm=w408-h306-k-no,true,50.9086875,4.309062499999996,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:36.999Z,6–9 PM,6–9 PM,"11:30 AM–2:30 PM, 6–9 PM","11:30 AM–2:30 PM, 6–9 PM","11:30 AM–2:30 PM, 6–10 PM","11:30 AM–2:30 PM, 6–9:30 PM","11:30 AM–2:30 PM, 6–9:30 PM",
https://www.google.com/maps/place/Friterie+Georges-Henri/data=!4m7!3m6!1s0x47c3db560cb51c6f:0x380071e8cdc6a43e!8m2!3d50.8442957!4d4.4148293!16s%2Fg%2F11bx1bdy60!19sChIJbxy1DFbbw0cRPqTGzehxADg,Friterie Georges-Henri,4.1,217,Frituur,· Dine-in · Takeaway · Delivery,"Av. Georges Henri 249, 1200 Woluwe-Saint-Lambert, Belgium","RCV7+PW Woluwe-Saint-Lambert, Belgium",,+32 465 50 22 08,Open now,https://lh5.googleusercontent.com/p/AF1QipObXqG6EvCrJdcJaLBmMM4cWDZ5xBlwQEIR3i0c=w408-h408-k-no,true,50.84431249999999,4.4148124999999965,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:41.757Z,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11 AM–11 PM,
https://www.google.com/maps/place/Friterie+Saint-Josse/data=!4m7!3m6!1s0x47c3c36255210799:0xf8cab42240b9c2c8!8m2!3d50.8496606!4d4.3746846!16s%2Fg%2F11bx1y28_2!19sChIJmQchVWLDw0cRyMK5QCK0yvg,Friterie Saint-Josse,4.2,321,Frituur,,"Chau. de Louvain 99, 1210 Saint-Josse-ten-Noode, Belgium","R9XF+VV Saint-Josse-ten-Noode, Belgium",,,Closed today,https://lh5.googleusercontent.com/p/AF1QipP3ESpPGyHMDectQlFJgmywdsNX60wxIpmVyGog=w408-h544-k-no,false,50.84968750000003,4.374687500000007,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:46.097Z,Closed,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,Open 24 hours,Closed,
https://www.google.com/maps/place/Frituur+Snack+City/data=!4m7!3m6!1s0x47c3c242bb94543d:0xd7ea43f8d9b3f60f!8m2!3d50.9096297!4d4.3545981!16s%2Fg%2F11byflk1f5!19sChIJPVSUu0LCw0cRD_az2fhD6tc,Frituur Snack City,3.9,190,Fast food restaurant,· Dine-in · Takeaway,"Sint-Amandsplein 1, 1853 Grimbergen, Belgium","W953+VR Grimbergen, Belgium",http://www.snackcitystrombeek.be/contact,+32 484 99 60 51,Closed,https://lh5.googleusercontent.com/p/AF1QipM2TUgwJLsWWiD9JOyH3GKCjW9t2KP58LNNqFTj=w408-h544-k-no,true,50.909687500000004,4.3545625,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:50.667Z,6–10:30 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM,11:30 AM–11 PM,
https://www.google.com/maps/place/Fritmarkt+snack/data=!4m7!3m6!1s0x47c3c13468ee2b71:0x8898b93c69038157!8m2!3d50.9094284!4d4.3031403!16s%2Fg%2F11sfp70q17!19sChIJcSvuaDTBw0cRV4EDaTy5mIg,Fritmarkt snack,5.0,2,Frituur,· Dine-in · Takeaway · Delivery,"Steenweg op Merchtem 72, 1780 Wemmel, Belgium","W853+Q7 Wemmel, Belgium",,+32 487 20 16 28,Closed today,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d65OhKHH6Oj5OcJ-Mi0F0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.69089&pitch=0&thumbfov=100,true,50.90943750000001,4.303187500000021,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:51:55.201Z,Closed,12–10 PM,12–10 PM,12–10 PM,12–10:30 PM,3–10:30 PM,12–10 PM,
https://www.google.com/maps/place/Loemek+-+frituur+en+levering/data=!4m7!3m6!1s0x47c3bede78e5e74b:0x6bbf4feb7e8f1d53!8m2!3d50.8738069!4d4.1566141!16s%2Fg%2F1tsbl8v6!19sChIJS-fleN6-w0cRUx2PfutPv2s,Loemek - frituur en levering,4.4,146,Frituur,· Dine-in · Takeaway · Delivery,"Kapelleveld 1, 1742 Ternat, Belgium","V5F4+GJ Ternat, Belgium",http://frituurloemek.be/,+32 475 56 19 23,Closed today,https://lh5.googleusercontent.com/p/AF1QipNpvGrAVfvQUc8WJK6V6PWKnWh48Uo3uRQyzL_f=w418-h240-k-no,true,50.8738125,4.156562499999993,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:52:00.402Z,Closed,Closed,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,
https://www.google.com/maps/place/Frituur+Drie+Koningen/data=!4m7!3m6!1s0x47c3c6cea24934d3:0x675f3d425a545f4b!8m2!3d50.8451977!4d4.2758985!16s%2Fg%2F11bzx2wqv1!19sChIJ0zRJos7Gw0cRS19UWkI9X2c,Frituur Drie Koningen,4.3,107,Hot dog restaurant,· Dine-in · Takeaway · Delivery,"Baron R. de Vironlaan 172, 1700 Dilbeek, Belgium","R7WG+39 Dilbeek, Belgium",,+32 2 532 09 68,,https://lh5.googleusercontent.com/p/AF1QipNUSHHHgffoOz452iog-nSiwglFGS6VxUELgq4e=w408-h544-k-no,true,50.845187499999994,4.275937500000012,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:52:05.094Z,,,,,,,,Identifies as women-owned
https://www.google.com/maps/place/Frites+Garage/data=!4m7!3m6!1s0x47c3c19a526aa209:0x572da61f173307a5!8m2!3d50.8946664!4d4.2439379!16s%2Fg%2F11rsqrqcmn!19sChIJCaJqUprBw0cRpQczFx-mLVc,Frites Garage,4.7,142,Frituur,· Dine-in · Takeaway · Delivery,"Brusselsesteenweg 351, 1731 Asse, Belgium","V6VV+VH Asse, Belgium",http://www.fritesgarage.be/,+32 477 30 03 00,Open now,https://lh5.googleusercontent.com/p/AF1QipOLZ1BExKLzG559pRxLkGcIzR97E6FXzQUxLQy8=w408-h306-k-no,true,50.89468749999999,4.243937499999973,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:52:10.147Z,11:30 AM–9 PM,11:30 AM–9 PM,11:30 AM–9 PM,11:30 AM–9 PM,11:30 AM–9 PM,Closed,Closed,
https://www.google.com/maps/place/Frituur+Egzon/data=!4m7!3m6!1s0x47c3dcb3c8f04f6b:0x1e5f5740a64871d5!8m2!3d50.8591367!4d4.4153623!16s%2Fg%2F11bzx1p0cf!19sChIJa0_wyLPcw0cR1XFIpkBXXx4,Frituur Egzon,4.4,343,Frituur,· Dine-in · Takeaway · Delivery,"Chau. de Louvain 948, 1140 Evere, Belgium","VC58+M4 Evere, Belgium",,+32 485 11 32 02,Open now,https://lh5.googleusercontent.com/p/AF1QipNyxgEwONGiaw07CnBhABI52R4NEPRLBD42kTuY=w408-h306-k-no,true,50.859187499999976,4.415312499999985,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:52:14.689Z,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,
https://www.google.com/maps/place/Frituur+Stadion/data=!4m7!3m6!1s0x47c3c22e197a15bb:0xab0d38fc4bca588a!8m2!3d50.8967754!4d4.3280875!16s%2Fg%2F11f31fpfdm!19sChIJuxV6GS7Cw0cRiljKS_w4Das,Frituur Stadion,4.5,162,Frituur,· Dine-in · Takeaway,"Av. Houba de Strooper 696, 1020 Bruxelles, Belgium","V8WH+P6 Brussels, Belgium",,+32 465 65 62 40,Closed today,https://lh5.googleusercontent.com/p/AF1QipNeYRxeMxXwu8ZbtASjHo_OZs_A-RS23js7zuOS=w426-h240-k-no,true,50.89681249999997,4.3280625000000015,"https://www.google.com/maps/search/frituur/@50.8639564,4.2922419,12.26z?entry=ttu",2023-06-19T14:52:19.238Z,Closed,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,
