,placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,info
72,https://www.google.com/maps/place/Frituur+Nationale/data=!4m7!3m6!1s0x47c3f6f191f3b5e5:0x9017e1374eccc220!8m2!3d51.2137655!4d4.3978625!16s%2Fg%2F11byykww40!19sChIJ5bXzkfH2w0cRIMLMTjfhF5A,Frituur Nationale,3.5,275.0,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Nationalestraat 116, 2000 Antwerpen, Belgium","697X+G4 Antwerp, Belgium",http://facebook.com/frituurnationale,+32 483 13 50 07,11:30 AM–2 AM,11:30 AM–2 AM,11:30 AM–2 AM,11:30 AM–2 AM,11:30 AM–5 AM,11:30 AM–3 AM,4:30 PM–1 AM,Open now,https://lh5.googleusercontent.com/p/AF1QipMKBqb_phqReOG79vjxcq2lrCcwSrP4gcBr9Fdr=w408-h272-k-no,True,51.213812499999975,4.397812500000001,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:06.648Z,
73,https://www.google.com/maps/place/%27%27t+Smulhoekske%27/data=!4m7!3m6!1s0x47c3f769f0ede609:0x2d4b9cee4f5a69a6!8m2!3d51.2004336!4d4.4461404!16s%2Fg%2F11cp5sb3gv!19sChIJCebt8Gn3w0cRpmlaT-6cSy0,'t Smulhoekske,4.4,85.0,Frituur,· Dine-in · Takeaway · Delivery,"Gitschotellei 203, 2140 Antwerpen, Belgium","6C2W+5F Antwerp, Belgium",,+32 487 20 49 05,5–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPZ2lGtOfE38UXQ8c2AFoevWshlqdgH6HLwywFV=w426-h240-k-no,True,51.20043749999998,4.4461874999999935,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:12.813Z,
74,https://www.google.com/maps/place/Frituur+Sint+Rochus/data=!4m7!3m6!1s0x47c3f755c1271581:0xc694f03082df054b!8m2!3d51.2034827!4d4.4637876!16s%2Fg%2F11q1lwgfdw!19sChIJgRUnwVX3w0cRSwXfgjDwlMY,Frituur Sint Rochus,4.3,26.0,Frituur,· Dine-in,"Sint-Rochusstraat 131, 2100 Antwerpen, Belgium","6F37+9G Antwerp, Belgium",https://m.facebook.com/Frituur-Sint-Rochus-105487050865270/,+32 484 05 72 52,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO_wwvZlrTh0_sASV6gkt04RLrEjrwHYiemtSMB=w408-h326-k-no,True,51.20343749999999,4.463812499999975,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:18.092Z,
75,https://www.google.com/maps/place/De+Markt+II/data=!4m7!3m6!1s0x47c3f7ee1fd45ccd:0x9d57668fde31283d!8m2!3d51.2478092!4d4.4594789!16s%2Fg%2F11cjxjnmfn!19sChIJzVzUH-73w0cRPSgx3o9mV50,De Markt II,4.3,378.0,Frituur,· Dine-in · Takeaway · No-contact delivery,"Eethuisstraat 2, 2170 Schoten, Belgium","6FX5+4Q Schoten, Belgium",https://frituurdendeuzeld.be/,+32 3 430 50 57,Closed,Closed,4:30–10 PM,4:30–10 PM,4:30–10 PM,4:30–10 PM,4:30–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipNCBeovuxO1fmM9nYCUf9CVFcnft7KtP-_LujhQ=w425-h240-k-no,True,51.2478125,4.459437499999993,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:25.134Z,
76,https://www.google.com/maps/place/Frituur+Grillhouse/data=!4m7!3m6!1s0x47c3f72269667a97:0x1c638396e6afbb3e!8m2!3d51.187165!4d4.3852041!16s%2Fg%2F11kh653d4t!19sChIJl3pmaSL3w0cRPruv5paDYxw,Frituur Grillhouse,3.9,15.0,Takeout restaurant,· Takeaway,"Abdijstraat 166, 2020 Antwerpen, Belgium","59PP+V3 Antwerp, Belgium",,+32 3 457 44 73,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPuRHKLcafmEINukPGOglu0lz41MBC0HLo-8sf6=w408-h306-k-no,False,51.18718750000001,4.3851874999999865,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:32.376Z,
77,https://www.google.com/maps/place/Lainez/data=!4m7!3m6!1s0x47c3f7c8ebe26305:0x8a416fdf774d0911!8m2!3d51.2123874!4d4.3931399!16s%2Fg%2F11lm7yq9w6!19sChIJBWPi68j3w0cREQlNd99vQYo,Lainez,4.0,1.0,Frituur,,"Scheldestraat, 2000 Antwerpen, Belgium","696V+X7 Antwerp, Belgium",,,2–8 PM,2–8 PM,2–8 PM,2–8 PM,2–8 PM,2–8 PM,2–8 PM,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xjk3v6ZY_mCdwRbKtqPMjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.7246&pitch=0&thumbfov=100,False,51.21243749999998,4.393187499999996,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:38.613Z,
78,https://www.google.com/maps/place/Friterie+24/data=!4m7!3m6!1s0x47c3f7ddb1de25f3:0xb2c7a81b065824e5!8m2!3d51.2082454!4d4.4637887!16s%2Fg%2F11q8vhwcqr!19sChIJ8yXesd33w0cR5SRYBhuox7I,Friterie 24,4.1,32.0,Frituur,,"Herentalsebaan 255, 2100 Antwerpen, Belgium","6F57+7G Antwerp, Belgium",,+32 487 24 24 24,5–11 PM,5–11 PM,5–11 PM,Closed,5–11 PM,5–11 PM,5–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMVTxcPcVN-vPLCaYDZGyH4PJSfT6L3CEQZUH3u=w408-h306-k-no,True,51.2081875,4.463812499999975,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:47.950Z,
79,https://www.google.com/maps/place/Frituur+De+Peetat/data=!4m7!3m6!1s0x47c3f7c2e5c4bcb3:0x30594d1a8f793600!8m2!3d51.2141448!4d4.4101504!16s%2Fg%2F11slkzmycm!19sChIJs7zE5cL3w0cRADZ5jxpNWTA,Frituur De Peetat,4.3,51.0,Fast food restaurant,· Dine-in · Kerbside pickup · No-contact delivery,"Nieuwstad 18, 2000 Antwerpen, Belgium","6C76+M3 Antwerp, Belgium",https://www.depetaat.be/,,Closed,"12–2 PM, 5–10 PM","12–2 PM, 5–10 PM","12–2 PM, 5–10 PM","12–2 PM, 5–10 PM",12–10 PM,12–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPRbUWK92SHFRj1njt8vM7cPI0O8kTkADlzmjo=w408-h544-k-no,True,51.214187499999966,4.410187499999992,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:45:57.473Z,
80,https://www.google.com/maps/place/Frituur+Mayo/data=!4m7!3m6!1s0x47c3f6ab80217e57:0xdb55d46798d09505!8m2!3d51.1845741!4d4.3668433!16s%2Fg%2F1tpn1qvg!19sChIJV34hgKv2w0cRBZXQmGfUVds,Frituur Mayo,4.4,200.0,Frituur,· Dine-in · Takeaway · Delivery,"Steynstraat 375, 2660 Hoboken Antwerpen, Belgium","59M8+RP Antwerp, Belgium",,+32 486 54 13 86,Closed,5–9 PM,5–9 PM,5–9 PM,5–9:30 PM,5–9:30 PM,5–9:30 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipOiOgIVF-ddoCz3g8MeZPcMKov_apNPtGS7Oan1=w426-h240-k-no,False,51.18456250000001,4.366812499999966,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:04.823Z,
81,https://www.google.com/maps/place/Frituur+Woody/data=!4m7!3m6!1s0x47c3f125d74bcb13:0x239cfeef71cc85d0!8m2!3d51.1848681!4d4.3673198!16s%2Fg%2F11fqb4mb78!19sChIJE8tL1yXxw0cR0IXMce_-nCM,Frituur Woody,3.8,93.0,Frituur,· Dine-in · Takeaway,"Steynstraat 393, 2660 Antwerpen, Belgium","59M8+WW Antwerp, Belgium",,,12–10 PM,Closed,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–11 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOUerT0jn_Jj2fmEeRroABABAH7LxwFJ3ps2mn9=w408-h272-k-no,False,51.18481250000001,4.367312499999983,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:13.089Z,
82,https://www.google.com/maps/place/Frituur+Pulhof/data=!4m7!3m6!1s0x47c3f733d2208995:0x819731d5b73a9b52!8m2!3d51.18425!4d4.4276123!16s%2Fg%2F1tfw25_v!19sChIJlYkg0jP3w0cRUps6t9Uxl4E,Frituur Pulhof,4.2,417.0,Frituur,· Dine-in · Takeaway · Delivery,"Troyentenhoflaan 38, 2600 Antwerpen, Belgium","5CMH+M2 Antwerp, Belgium",http://www.frituurpulhof.be/,,"12–2 PM, 5–9 PM","12–2 PM, 5–9 PM","12–2 PM, 5–9 PM","12–2 PM, 5–9 PM","12–2 PM, 5–10 PM",5–10 PM,5–9 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNcVRVrj9TM50RRaUbAM_e9a2ohzafqzjYKI45b=w408-h306-k-no,True,51.18418749999999,4.427562500000008,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:21.560Z,
83,https://www.google.com/maps/place/Frituur+-+Eethuis+Violette/data=!4m7!3m6!1s0x47c3f7810aa1bb17:0x47d22e001492cc7b!8m2!3d51.2228797!4d4.4637823!16s%2Fg%2F11clvhb84l!19sChIJF7uhCoH3w0cRe8ySFAAu0kc,Frituur - Eethuis Violette,4.0,50.0,Frituur,,"Gallifortlei 102, 2100 Antwerpen, Belgium","6FF7+5G Antwerp, Belgium",,+32 3 325 35 70,Closed,4:30–9:30 PM,4:30–9:30 PM,4:30–9:30 PM,4:30–9:30 PM,4:30–9:30 PM,4:30–9:30 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipN1VlTchOWh5i50l4dRlctH8v_Z_i7OjjOMd3dT=w426-h240-k-no,False,51.22293749999999,4.463812499999975,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:28.323Z,
84,https://www.google.com/maps/place/Pure+Frituur/data=!4m7!3m6!1s0x47c3f780d801e609:0x13447ebe539ad73a!8m2!3d51.2245572!4d4.4654514!16s%2Fg%2F11c1xjwl14!19sChIJCeYB2ID3w0cROteaU75-RBM,Pure Frituur,4.5,123.0,Frituur,· Dine-in · Takeaway,"Gallifortlei 174, 2100 Antwerpen, Belgium","6FF8+R5 Antwerp, Belgium",http://pure-frituur.be/,,5–9 PM,Closed,5–9 PM,Closed,5–9 PM,5–9 PM,5–9 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipOLbXWeR9NiHNqVv5guwc9Ls7bmoyVi0-v1Z2mW=w408-h306-k-no,True,51.224562500000005,4.465437499999965,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:35.257Z,
85,https://www.google.com/maps/place/Fritpaleis/data=!4m7!3m6!1s0x47c3f9d800eb7657:0xd7efc20dde0c8db2!8m2!3d51.2094725!4d4.4646177!16s%2Fg%2F1tl_kwsx!19sChIJV3brANj5w0cRso0M3g3C79c,Fritpaleis,4.4,123.0,Frituur,· Dine-in · Takeaway · Delivery,"Boterlaarbaan 94, 2100 Antwerpen, Belgium","6F57+QR Antwerp, Belgium",,+32 3 283 61 38,Closed,4–10:30 PM,4–10:30 PM,4–10:30 PM,4 PM–12 AM,4 PM–12 AM,4–10:30 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipP2QwRu07HgNvS_iwucRCLYZ4k1uJp7SiF2io3-=w408-h725-k-no,True,51.20943749999999,4.464562499999985,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:43.931Z,
86,https://www.google.com/maps/place/Frituur+Drakenhof/data=!4m7!3m6!1s0x47c3f9e1985fcd87:0xa48ab072d7cc3d0f!8m2!3d51.194943!4d4.466345!16s%2Fg%2F11b77kv1dp!19sChIJh81fmOH5w0cRDz3M13KwiqQ,Frituur Drakenhof,4.5,250.0,Frituur,· Dine-in · Takeaway · Delivery,"Drakenhoflaan 250, 2100 Antwerpen, Belgium","5FV8+XG Antwerp, Belgium",http://www.frituurdrakenhof.be/,+32 3 334 55 34,Closed,Closed,4–10 PM,4–10 PM,"11:30 AM–1:30 PM, 4–10 PM","11:30 AM–1:30 PM, 4–10 PM","11:30 AM–1:30 PM, 4–10 PM",Closed today,https://lh5.googleusercontent.com/p/AF1QipNCDJuxWfapW8k21ouNgfJUrh4e1XVq5dBkTvnQ=w408-h270-k-no,True,51.1949375,4.466312499999972,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:50.972Z,
87,https://www.google.com/maps/place/Frituur+fourty+One/data=!4m7!3m6!1s0x47c3f6b5b888b797:0x2e179c1a4d888a79!8m2!3d51.1850946!4d4.3840127!16s%2Fg%2F11gfn_t5vn!19sChIJl7eIuLX2w0cReYqITRqcFy4,Frituur fourty One,5.0,1.0,Frituur,,"Stadionstraat 41, 2020 Antwerpen, Belgium","59PM+2J Antwerp, Belgium",,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOziYkInEk9nnVmvxc-P3V5MWt4xaacHqZDq-rH=w408-h725-k-no,False,51.1850625,4.384062499999985,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:46:58.495Z,
88,https://www.google.com/maps/place/CML/data=!4m7!3m6!1s0x47c3f73d636427bf:0x28c471a96117ba12!8m2!3d51.2002046!4d4.4287775!16s%2Fg%2F1pxwpsczz!19sChIJvydkYz33w0cREroXYalxxCg,CML,3.0,1.0,Frituur,,"De Fourneaustraat 54, 2600 Antwerpen, Belgium","6C2H+3G Antwerp, Belgium",,+32 3 218 80 81,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nIqOd0AIDk_KPjcxL9-Y-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.8244&pitch=0&thumbfov=100,False,51.200187499999984,4.428812500000007,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:05.900Z,
89,https://www.google.com/maps/place/Frituur+Mer%27x/data=!4m7!3m6!1s0x47c3f71b3413c27d:0x9ba5143b2033b026!8m2!3d51.2476044!4d4.4532472!16s%2Fg%2F11kpg21bm_!19sChIJfcITNBv3w0cRJrAzIDsUpZs,Frituur Mer'x,5.0,3.0,Frituur,,"Bredabaan 585, 2170 Antwerpen, Belgium","6FX3+27 Antwerp, Belgium",,+32 494 25 15 15,12–10:30 PM,12–10:30 PM,4:30–10:30 PM,12–10:30 PM,"12–1:30 PM, 4:30 PM–12 AM",4:30 PM–12 AM,4:30 PM–12 AM,Open now,https://lh5.googleusercontent.com/p/AF1QipOWC3tKFkcKYE_CHQ9YKuJvd0O9t7gXI_c2bJ4=w408-h306-k-no,True,51.2475625,4.453187499999999,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:14.490Z,
90,https://www.google.com/maps/place/Frituur+41/data=!4m7!3m6!1s0x47c3f6b5ab32f015:0xdc6e101159c18ced!8m2!3d51.1841332!4d4.3827518!16s%2Fg%2F11f40nzv9_!19sChIJFfAyq7X2w0cR7YzBWREQbtw,Frituur 41,4.3,3.0,Frituur,,"Atletenstraat 41, 2020 Antwerpen, Belgium","59MM+M4 Antwerp, Belgium",,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UbnMXJrvBBd1lqN_ZVDbaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.9951&pitch=0&thumbfov=100,False,51.18418749999999,4.382812499999986,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:23.672Z,
91,https://www.google.com/maps/place/Frituur+Woupy/data=!4m7!3m6!1s0x47c3f7e86bcf2b61:0x7d466f02df8c2a7d!8m2!3d51.2508715!4d4.4492357!16s%2Fg%2F11cnbvfkdx!19sChIJYSvPa-j3w0cRfSqM3wJvRn0,Frituur Woupy,4.6,121.0,Frituur,· Kerbside pickup · No-contact delivery · Dine-in,"Kroonplein 54, 2170 Antwerpen, Belgium","7C2X+8M Antwerp, Belgium",http://www.frituurwoupy.be/,+32 3 386 22 70,Closed,4:30–10 PM,4:30–10 PM,4:30–10 PM,"11:30 AM–1:30 PM, 4:30–10 PM",4–10 PM,4–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipMgOsktay_-rNM174qduO3ZNRxzZVSIs-n0IeRI=w408-h306-k-no,True,51.25081250000001,4.449187500000008,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:31.100Z,LGBTQ+ friendly
92,https://www.google.com/maps/place/Frituur+Eksterlaar/data=!4m7!3m6!1s0x47c3f9dfcee994a5:0x31195f21ee95f30!8m2!3d51.1999594!4d4.4671815!16s%2Fg%2F11c6cfhm_x!19sChIJpZTpzt_5w0cRMF_pHvKVEQM,Frituur Eksterlaar,4.1,56.0,Frituur,· Dine-in · Takeaway · Delivery,"Eksterlaar 49, 2100 Antwerpen, Belgium","5FX8+XV Antwerp, Belgium",https://www.openingsurengids.be/frituur-eksterlaar/antwerpen/1,+32 3 322 27 33,5–9:30 PM,5–9:30 PM,5–9:30 PM,5–9:30 PM,"12–2 PM, 5–9:30 PM",5–9:30 PM,5–9:30 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMQSi3svdd32LvykOw-wr1TQxxlDl28EoCZTPwF=w426-h240-k-no,False,51.19993750000002,4.46718749999998,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:36.527Z,
93,https://www.google.com/maps/place/FRIETcorner/data=!4m7!3m6!1s0x47c3f76ad561e1bb:0x34280ae6947da367!8m2!3d51.182101!4d4.4383785!16s%2Fg%2F11hdjczktz!19sChIJu-Fh1Wr3w0cRZ6N9lOYKKDQ,FRIETcorner,4.6,112.0,Frituur,· Dine-in · Takeaway · No-contact delivery,"Oogststraat 2, 2600 Antwerpen, Belgium","5CJQ+R9 Antwerp, Belgium",https://www.frietcorner-berchem.be/,,5–9:30 PM,5–9:30 PM,5–9:30 PM,5–10 PM,5–10 PM,5–10 PM,5–9:30 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPtCu30-01tiB3PQ4OrezVg55c-1afwcwQwdcRk=w425-h240-k-no,True,51.182062500000015,4.438437500000006,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:43.595Z,
94,https://www.google.com/maps/place/Frituur+Permeke/data=!4m7!3m6!1s0x47c3f112743852d7:0x497a958c56cd3f4b!8m2!3d51.1797168!4d4.3900225!16s%2Fg%2F11r977t9n8!19sChIJ11I4dBLxw0cRSz_NVoyVekk,Frituur Permeke,4.3,43.0,Frituur,· Dine-in · Takeaway · Delivery,"Kruishofstraat 353, 2610 Antwerpen, Belgium","59HR+V2 Antwerp, Belgium",http://www.frituurpermeke.be/,+32 470 85 36 69,Closed,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,Closed today,https://lh5.googleusercontent.com/p/AF1QipO370BwX9sUPkP0-IQaeECRmwGUprY8ksBSAqSh=w408-h544-k-no,True,51.179687500000014,4.390062499999985,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:47:52.127Z,
95,https://www.google.com/maps/place/Frituur+%27t+Dorp/data=!4m7!3m6!1s0x47c3f451eb802d95:0x7b641f5e2b12da13!8m2!3d51.2189581!4d4.326923!16s%2Fg%2F1td57slb!19sChIJlS2A61H0w0cRE9oSK14fZHs,Frituur 't Dorp,4.2,135.0,Frituur,· Dine-in · Takeaway · Delivery,"Dorp Oost 7, 2070 Zwijndrecht, Belgium","689G+HQ Zwijndrecht, Belgium",http://facebook.com/frituurtdorp,+32 3 254 14 17,4:30–10 PM,4:30–10 PM,4:30–10 PM,4:30–10 PM,4:30–11 PM,4:30–11 PM,4:30–11 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMZm1wmA4hGViGCTmgdtf2A_mYWcTOufbkz8oIH=w408-h306-k-no,True,51.2189375,4.326937500000028,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:00.538Z,
96,https://www.google.com/maps/place/frituur+special/data=!4m7!3m6!1s0x47c3f1c639258df3:0x34f627f90362c309!8m2!3d51.1814436!4d4.3750415!16s%2Fg%2F11spssz0s_!19sChIJ840lOcbxw0cRCcNiA_kn9jQ,frituur special,3.6,32.0,Frituur,· Dine-in · Takeaway · Delivery,"Michel Willemslaan 110, 2610 Antwerpen, Belgium","59JG+H2 Antwerp, Belgium",,+32 485 06 53 66,4:30–10:30 PM,4:30–10:30 PM,4:30–10:30 PM,Closed,4:30–11 PM,4:30–11 PM,4:30–11 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipO9cyCPcRS7v7G7hOVLqgHvwnxEFN0ucuMI_iDY=w408-h442-k-no,True,51.1814375,4.375062499999999,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:07.611Z,
97,https://www.google.com/maps/place/Fritkotje/data=!4m7!3m6!1s0x47c3f7f588eb404d:0xea6be29d2304abc2!8m2!3d51.2441807!4d4.4713193!16s%2Fg%2F11g07xxdp7!19sChIJTUDriPX3w0cRwqsEI53ia-o,Fritkotje,4.1,10.0,Frituur,· Dine-in · Takeaway · Delivery,"Kruiningenstraat 63, 2900 Schoten, Belgium","6FVC+MG Schoten, Belgium",https://www.openingsurengids.be/t-fritkotje/schoten/1,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SrvkZWZdNVl1SbTqHi6Zfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.371479&pitch=0&thumbfov=100,False,51.24418749999997,4.471312499999996,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:13.923Z,
98,https://www.google.com/maps/place/Frituur+%27T+Draakske/data=!4m7!3m6!1s0x47c3f7c43c226b0f:0xaa892f5ba0d013be!8m2!3d51.2482323!4d4.4386235!16s%2Fg%2F11g07xxdpg!19sChIJD2siPMT3w0cRvhPQoFsviao,Frituur 'T Draakske,4.2,148.0,Fast food restaurant,· Dine-in · Takeaway · Delivery,"Nieuwdreef 136, 2170 Antwerpen, Belgium","6CXQ+7C Antwerp, Belgium",https://draakskemerksem.be/,+32 465 09 29 38,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipPmqiSWvukyHW8IdJW_SNmc-QBEcgDv2-upIzw3=w408-h544-k-no,False,51.248187500000014,4.438562500000003,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:21.851Z,
99,https://www.google.com/maps/place/Frituur+Phoenix/data=!4m7!3m6!1s0x47c3f82baf1cf8c5:0x2fdf64947133ae06!8m2!3d51.222835!4d4.4718231!16s%2Fg%2F11ggbw1q0j!19sChIJxfgcryv4w0cRBq4zcZRk3y8,Frituur Phoenix,3.5,37.0,Frituur,· Dine-in · Takeaway · Delivery,"Boshovestraat 156, 2100 Antwerpen, Belgium","6FFC+4P Antwerp, Belgium",,+32 3 322 16 88,5–10:30 PM,5–10:30 PM,5–10:30 PM,5–10:30 PM,5–11 PM,5–11 PM,12–10:30 PM,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ih6_FxDQSSkGD-X1FYaiFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.17622&pitch=0&thumbfov=100,True,51.22281249999999,4.471812499999984,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:30.005Z,
100,https://www.google.com/maps/place/Alpha+Frituur/data=!4m7!3m6!1s0x47c3f6e5e0e985b1:0xfa74da19b13fccc8!8m2!3d51.2068503!4d4.4036937!16s%2Fg%2F11lkh_wg3p!19sChIJsYXp4OX2w0cRyMw_sRnadPo,Alpha Frituur,3.7,3.0,Restaurant,· Dine-in · Takeaway,"Sanderusstraat 63, 2018 Antwerpen, Belgium","6C43+PF Antwerp, Belgium",,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EpOYTQoBLf7MFEVQV3zN9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.89503&pitch=0&thumbfov=100,False,51.20681249999997,4.403687500000004,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:38.397Z,
101,https://www.google.com/maps/place/Pa%27tatje/data=!4m7!3m6!1s0x47c3f45b353d0161:0xdcc6ef7d11543393!8m2!3d51.210973!4d4.327001!16s%2Fg%2F11b7q10_c4!19sChIJYQE9NVv0w0cRkzNUEX3vxtw,Pa'tatje,4.6,136.0,Frituur,,"Heidestraat 78, 2070 Zwijndrecht, Belgium","686G+9R Zwijndrecht, Belgium",https://frituurpatatjezwijndrecht.be/,+32 477 26 03 35,Closed,Closed,5–9 PM,5–9 PM,"11:30 AM–1 PM, 5–9 PM",5–9 PM,5–9 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipOf9K0pyO_TcREWDqpwba6Fji8_DECQ5aMgVqbx=w426-h240-k-no,True,51.21093749999999,4.327062500000025,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:46.085Z,
102,https://www.google.com/maps/place/Friterie+d%27Ekster/data=!4m7!3m6!1s0x47c3f9db461b815b:0x9aba04223d05cabe!8m2!3d51.2050332!4d4.4770848!16s%2Fg%2F11c0xn11ys!19sChIJW4EbRtv5w0cRvsoFPSIEupo,Friterie d'Ekster,4.6,132.0,Frituur,· Dine-in · Takeaway · Delivery,"Herentalsebaan 545, 2100 Antwerpen, Belgium","6F4G+2R Antwerp, Belgium",http://www.frituur-deurne.be/,+32 3 321 29 19,Closed,Closed,5–10 PM,5–10 PM,5–10 PM,5–10 PM,5–10 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipP6CHRgxdDkUxtQsmrvElUxNIHzHBexkXhBsSml=w408-h306-k-no,True,51.20506249999998,4.477062500000002,"https://www.google.com/maps/search/frituur/@51.2162283,4.3982868,13.46z?entry=ttu",2023-06-19T13:48:55.990Z,
